countRetrievals,countReveals,id,votesCommited,votesRevealed,address
0,3,0x000000aaee6a496aaf7b7452518781786313400f,"[{'id': '0x000000aaee6a496aaf7b7452518781786313400f-Admin 113-1625175532-9405-0x'}, {'id': '0x000000aaee6a496aaf7b7452518781786313400f-Admin 114-1625175544-9405-0x'}, {'id': '0x000000aaee6a496aaf7b7452518781786313400f-Admin 115-1625175714-9405-0x'}, {'id': '0x000000aaee6a496aaf7b7452518781786313400f-Admin 116-1625176311-9405-0x'}, {'id': '0x000000aaee6a496aaf7b7452518781786313400f-Admin 74-1617893298-9363-0x'}, {'id': '0x000000aaee6a496aaf7b7452518781786313400f-Admin 75-1617893666-9363-0x'}, {'id': '0x000000aaee6a496aaf7b7452518781786313400f-Admin 76-1617894103-9363-0x'}, {'id': '0x000000aaee6a496aaf7b7452518781786313400f-Admin 77-1618352798-9366-0x'}, {'id': '0x000000aaee6a496aaf7b7452518781786313400f-Admin 78-1618353152-9366-0x'}, {'id': '0x000000aaee6a496aaf7b7452518781786313400f-Admin 79-1618353585-9366-0x'}]","[{'price': '1000000000000000000', 'numTokens': '999531278199642123963', 'voter': {'address': '0x000000aaee6a496aaf7b7452518781786313400f', 'countRetrievals': '0', 'countReveals': '3', 'id': '0x000000aaee6a496aaf7b7452518781786313400f'}}, {'price': '1000000000000000000', 'numTokens': '999531278199642123963', 'voter': {'address': '0x000000aaee6a496aaf7b7452518781786313400f', 'countRetrievals': '0', 'countReveals': '3', 'id': '0x000000aaee6a496aaf7b7452518781786313400f'}}, {'price': '1000000000000000000', 'numTokens': '999531278199642123963', 'voter': {'address': '0x000000aaee6a496aaf7b7452518781786313400f', 'countRetrievals': '0', 'countReveals': '3', 'id': '0x000000aaee6a496aaf7b7452518781786313400f'}}]",0x000000aaee6a496aaf7b7452518781786313400f
